MN_No,MA_No,Mapping_Quality,Pali_Name,Expected_Han,Found_Han,Status,Pali_Text,Han_Text
68,77,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,evampi kho anuruddhā upāsikāya phāsuvihāro hoti iti kho anuruddhā tathāgato na janakuhanatthaṃ na janalapanatthaṃ na lāb,阿那律陀 復次 優婆塞聞某優婆塞於某村命終 彼為佛所記 三結已盡 婬怒癡薄 得一往來天上人間 一往來已而得苦際 或自見彼優婆塞 或復從他數數聞之
69,26,TRUE_PAIR,brahma,梵天|梵,,MISSING,āraññikenāvuso bhikkhunā saṅghagatena saṅghe viharantena sabrahmacārīsu sagāravena bhavitabbaṃ sappatissena,無事比丘行於無事 當學敬重而隨順觀 諸賢 若無事比丘行於無事 多不敬重 不隨順觀者 則致比丘訶數詰責 此賢無事 何為行無事 所以者何 此賢無事 行於無事 多不敬重 不隨順觀 若至眾中 亦致比丘訶數詰責 是故 諸賢 無事比丘行於無事 當學敬重
69,26,TRUE_PAIR,brahma,梵天|梵,,MISSING,sace āvuso āraññiko bhikkhu saṅghagato saṅghe viharanto sabrahmacārīsu agāravo hoti appatisso tassa bhavanti vattāro,諸賢 無事比丘行於無事 當學不調笑而不躁擾 諸賢 若無事比丘行於無事 多行調笑而躁擾者 則致比丘訶數詰責 此賢無事 何為行無事 所以者何 此賢無事 行於無事 多行調笑及於躁擾 若至眾中 亦致比丘訶數詰責 是故 諸賢 無事比丘行於無事 當學不
69,26,TRUE_PAIR,brahma,梵天|梵,,MISSING,tasmā āraññikena bhikkhunā saṅghagatena saṅghe viharantena sabrahmacārīsu sagāravena bhavitabbaṃ sappatissena,諸賢 無事比丘行於無事 當學不畜生論 諸賢 若無事比丘行於無事 多畜生論者 則致比丘訶數詰責 此賢無事 何為行無事 所以者何 此賢無事 行於無事 多畜生論 若至眾中 亦致比丘訶數詰責 是故 諸賢 無事比丘行於無事 當學不畜生論
69,26,TRUE_PAIR,sariputta,舍利弗|舍梨子,,MISSING,sāriputta bhikkhunā ime dhammā samādāya vattitabbā udāhu gāmantavihārināpī ti,如是二尊更相稱說 讚歎善哉 聞所說已 從座起去
69,26,TRUE_PAIR,moggallana,目犍連|目乾連,,MISSING,āraññikenāpi kho āvuso moggallāna bhikkhunā ime dhammā samādāya vattitabbā pageva gāmantavihārinā ti,及說息解脫 漏盡通亦然
75,153,TRUE_PAIR,brahma,梵天|梵,,MISSING,atha kho māgaṇḍiyo paribbājako jaṅghāvihāraṃ anucaṅkamamāno anuvicaramāno yena bhāradvājagottassa brāhmaṇassa agyāgāraṃ ,訖 中後還舉衣鉢 澡洗手足 以尼師檀著於肩上 往詣一林 至晝行處 爾時 世尊入於彼林 至一樹下 敷尼師檀 結
75,153,TRUE_PAIR,brahma,梵天|梵,,MISSING,bahū hi tassa bhoto gotamassa khattiyapaṇḍitāpi brāhmaṇapaṇḍitāpi gahapatipaṇḍitāpi samaṇapaṇḍitāpi abhippasannā vinītā ,鬚閑提異學語曰 婆羅婆 我今不可見見 不可聞聞 謂我見沙門瞿曇臥處 所以者何 彼沙門瞿曇壞敗地 壞敗地者 無可用也
75,153,TRUE_PAIR,brahma,梵天|梵,,MISSING,appossukko bhavaṃ bhāradvājo vuttova naṃ vadeyyā ti assosi kho bhagavā dibbāya sotadhātuyā visuddhāya atikkantamānusikāy,鬚閑提語曰 婆羅婆 若欲說者 則隨汝意 我無所違 婆羅婆 若見沙門瞿曇者 我亦說此義 所以者何 彼沙門瞿曇敗壞地 敗壞地者 無可用也
75,153,TRUE_PAIR,brahma,梵天|梵,梵,VARIANT,atha kho bhagavā sāyanhasamayaṃ paṭisallānā vuṭṭhito yena bhāradvājagottassa brāhmaṇassa agyāgāraṃ,爾時 世尊在晝行處 以淨天耳出過於人 聞婆羅婆梵志與鬚閑提異學共論此事 世尊聞已 則於晡時從
75,153,SOFT,brahma,梵天|梵,梵,VARIANT,atha kho bhāradvājagotto brāhmaṇo yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi,燕坐起 往詣婆羅婆梵志第一靜室 於草座上敷尼師檀 結加趺坐 婆羅婆梵志遙見世尊在樹林間 端
75,153,TRUE_PAIR,brahma,梵天|梵,,MISSING,evaṃ vutte bhāradvājagotto brāhmaṇo saṃviggo lomahaṭṭhajāto bhagavantaṃ etadavoca etadeva kho pana mayaṃ bhoto gotamassa,世尊問曰 婆羅婆 與鬚閑提異學共論此草坐處耶
75,153,TRUE_PAIR,brahma,梵天|梵,梵,VARIANT,atha ca pana bhavaṃ gotamo anakkhātaṃyeva akkhāsī ti ayañca hi bhagavato bhāradvājagottena brāhmaṇena saddhiṃ antarākath,婆羅婆梵志答世尊曰 如是 瞿曇
75,153,TRUE_PAIR,brahma,梵天|梵,梵,VARIANT,brāhmaṇassa agyāgāraṃ yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi,世尊與婆羅婆梵志共論此事 鬚閑提異學於後彷徉 往詣婆羅婆第一靜室 世尊遙見鬚閑提異學來已 而作是說 鬚閑提 不調御眼根 不密守護而不修者 必受苦報 彼於沙門瞿曇善自調御 善密守護而善修者 必得樂報 鬚閑提 汝因此故 說沙門瞿曇敗壞地 敗壞地
75,153,TRUE_PAIR,mara,魔|波旬,,MISSING,evañhi no sutte ocaratī ti kāyo kho māgaṇḍiya phoṭṭhabbārāmo phoṭṭhabbarato pe mano kho māgaṇḍiya dhammārāmo dhammarato ,後昇善處 得生天上 具足行五欲功德 鬚閑提 此天及天子寧當捨天五欲功德 樂人間欲 歡喜念耶
75,153,TRUE_PAIR,mara,魔|波旬,,MISSING,maraṇā sugatiṃ saggaṃ lokaṃ upapajjeyya devānaṃ tāvatiṃsānaṃ sahabyataṃ,摩澡浴 強忍 破壞 磨滅 離散之法 然見神受神 緣受則有 緣有則生 緣生則老死 緣老死則愁慼啼哭 憂苦懊惱 如是此生純大苦陰
77,207,TRUE_PAIR,brahma,梵天|梵,,MISSING,purimāni bhante divasāni purimatarāni nānātitthiyānaṃ samaṇabrāhmaṇānaṃ kutūhalasālāyaṃ sannisinnānaṃ,異學箭毛答曰 瞿曇 且置此論 此論非妙 沙門瞿曇欲聞此論 後聞不難
77,207,TRUE_PAIR,magadha,摩竭|摩竭陀,,MISSING,sannipatitānaṃ ayamantarākathā udapādi lābhā vata bho aṅgamagadhānaṃ suladdhalābhā vata bho aṅgamagadhānaṃ,世尊如是再三問曰 優陀夷 向論何等 以何事故共集坐此
77,207,TRUE_PAIR,brahma,梵天|梵,梵,VARIANT,tatrime samaṇabrāhmaṇā saṅghino gaṇino gaṇācariyā ñātā yasassino titthakarā sādhusammatā bahujanassa rājagahaṃ vassāvāsa,異學箭毛亦再三答曰 瞿曇 且置此論 此論非妙 沙門瞿曇欲聞此論 後聞不難 沙門瞿曇若至再三 其欲聞者 今當說之 瞿曇 我等與拘薩羅國眾多梵志 悉共集坐拘薩羅學堂 說如是論
77,207,TRUE_PAIR,rajagaha,王舍城|羅閱城,,MISSING,tatrime samaṇabrāhmaṇā saṅghino gaṇino gaṇācariyā ñātā yasassino titthakarā sādhusammatā bahujanassa rājagahaṃ vassāvāsa,異學箭毛亦再三答曰 瞿曇 且置此論 此論非妙 沙門瞿曇欲聞此論 後聞不難 沙門瞿曇若至再三 其欲聞者 今當說之 瞿曇 我等與拘薩羅國眾多梵志 悉共集坐拘薩羅學堂 說如是論
77,207,TRUE_PAIR,rajagaha,王舍城|羅閱城,王舍城,VARIANT,ayampi kho pūraṇo kassapo saṅghī ceva gaṇī ca gaṇācariyo ca ñāto yasassī titthakaro sādhusammato bahujanassa sopi rājaga,鴦伽摩竭陀國人有大善利 鴦伽摩竭陀國人得大善利 如此大福田眾在王舍城共受夏坐 謂
77,207,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,sakkatvā garuṃ katvā upanissāya viharanti,阿夷哆雞舍劍婆利
77,207,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,garuṃ kareyyuṃ māneyyuṃ pūjeyyuṃ sakkatvā garuṃ katvā upanissāya vihareyyuṃ,瞿曇 昔時不蘭迦葉數在弟子眾舉手大喚 汝等可住 無有人來問汝等事 人問我事 汝等不能斷此事 我能斷此事 而弟子於其中間更論餘事 不待師說事訖 瞿曇 我等復作是念 如是此不蘭迦葉不為弟子所恭敬 尊重 供養 奉事 為弟子法罵所罵 眾多弟子難師 
77,207,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,iti kho udāyi na mamaṃ sāvakā imehi pañcahi dhammehi sakkaronti garuṃ karonti mānenti pūjenti sakkatvā garuṃ katvā upani,瞿曇 我等復作是念 如是此阿夷哆雞舍劍婆利不為弟子所恭敬 尊重 供養 奉事 為弟子法罵所罵 眾多弟子難師 此不可 此不相應 此不等說已 便捨而去
77,207,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,netaṃ ṭhānaṃ vijjati ayaṃ kho udāyi tatiyo dhammo yena mamaṃ sāvakā sakkaronti garuṃ karonti mānenti pūjenti sakkatvā ga,世尊告曰 優陀夷 我不以此五法 令諸弟子恭敬 尊重 供養 奉事我 常隨不離 優陀夷 我所持衣 隨聖
77,207,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,ayaṃ kho udāyi pañcamo dhammo yena mama sāvakā sakkaronti garuṃ karonti mānenti pūjenti sakkatvā garuṃ katvā upanissāya ,於是 異學箭毛即從坐起 偏袒著衣 叉手向佛 白曰 瞿曇 甚奇 甚特 善說妙事 潤澤我體 猶如甘露 瞿曇 猶如大雨 此地高下 普得潤澤 如是 沙門瞿曇為我等善說妙事 潤澤我體 猶如甘露 世尊 我已解 善逝 我已知 世尊 我
77,207,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,ime kho udāyi pañca dhammā yehi mamaṃ sāvakā sakkaronti garuṃ karonti mānenti pūjenti sakkatvā garuṃ katvā upanissāya vi,今自歸於佛 法及比丘眾 唯願世尊受我為優婆塞 從今日始 終身自歸 乃至命盡
81,63,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,atha kho āyasmato ānandassa etadahosi ko nu kho hetu ko paccayo bhagavato sitassa pātukammāya,彼時 世尊告曰 阿難 此處所中 迦葉如來 無所著 等正覺在此處坐 為弟子說法
81,63,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,vegaḷiṅge kho ānanda gāmanigame ghaṭikāro nāma kumbhakāro kassapassa bhagavato arahato sammāsambuddhassa upaṭṭhāko ahosi,鞞婆陵耆 極大豐樂 多有人民 阿難 鞞婆陵耆村邑之中有梵志大長者 名曰無恚 極大富樂 資財無量 畜牧產業不可稱計 封戶食邑種種具足 阿難 梵志大長者無恚有子 名優多羅摩納 為父母所舉 受生清淨 乃至七世父母不絕種族 生生無惡 博聞總持 誦過
81,63,TRUE_PAIR,kassapa,迦葉|大迦葉,,MISSING,vegaḷiṅge kho ānanda gāmanigame ghaṭikāro nāma kumbhakāro kassapassa bhagavato arahato sammāsambuddhassa upaṭṭhāko ahosi,鞞婆陵耆 極大豐樂 多有人民 阿難 鞞婆陵耆村邑之中有梵志大長者 名曰無恚 極大富樂 資財無量 畜牧產業不可稱計 封戶食邑種種具足 阿難 梵志大長者無恚有子 名優多羅摩納 為父母所舉 受生清淨 乃至七世父母不絕種族 生生無惡 博聞總持 誦過
81,63,TRUE_PAIR,kassapa,迦葉|大迦葉,,MISSING,bhikkhū bhagini kassapassa bhagavato arahato sammāsambuddhassa kuṭi ovassatī ti,時得宜 善教善訶 彼於綺語淨除其心
81,63,TRUE_PAIR,kassapa,迦葉|大迦葉,,MISSING,bhikkhū tāta kassapassa kira bhagavato arahato sammāsambuddhassa kuṭi ovassatī ti,大王 難提波羅陶師離酒 斷酒 彼於飲酒淨除其心 大王 難提波羅陶師離高廣大床 斷高廣大床 彼於高廣大床淨除其心 大王 難提波羅陶師離華鬘 瓔珞 塗香 脂粉 斷華鬘 瓔珞 塗香 脂粉 彼於華鬘 瓔珞 塗香 脂粉淨除其心 大王 難提波羅陶師離歌
81,63,TRUE_PAIR,ananda,阿難|阿難陀,,MISSING,atha kho ānanda kikī kāsirājā ghaṭikārassa kumbhakārassa pañcamattāni taṇḍulavāhasatāni pāhesi paṇḍupuṭakassa sālino tad,難提波羅陶師於後還家 見挽壞故陶屋 白父母曰 誰挽壞我故陶屋耶 父母答曰 賢子 今日迦葉如來 無所著 等正覺瞻侍比丘挽壞故陶屋 作束持去 用覆迦葉如來 無所著 等正覺屋 難提波羅陶師聞已 便作是念 我有善利 有大功德 迦葉如來 無所著 等正
81,63,TRUE_PAIR,ananda,阿難|阿難陀,,MISSING,atha kho te ānanda rājapurisā ghaṭikāraṃ kumbhakāraṃ upasaṅkamitvā etadavocuṃ imāni kho bhante,加趺坐 息心靜默 至于七日 於十五日中而得歡樂 其家父母於七日中亦得歡樂
81,63,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,siyā kho pana te ānanda evamassa añño nūna tena samayena jotipālo māṇavo ahosī ti,佛告阿難 於意云何 爾時童子優多羅者 汝謂異人耶 莫作斯念 當知即是我也 阿難 我於爾時為自饒益 亦饒益他 饒益多人 愍傷世間 為天 為人求義及饒益 求安隱快樂 爾時說法不至究竟 不究竟白淨 不究竟梵行 不究竟梵行訖 爾時不離生老病死 啼哭
81,63,TRUE_PAIR,ananda,阿難|阿難陀,,MISSING,na kho panetaṃ ānanda evaṃ daṭṭhabbaṃ ahaṃ tena samayena jotipālo māṇavo ahosi nti,鞞婆
82,132,TRUE_PAIR,brahma,梵天|梵,梵,VARIANT,assosuṃ kho thullakoṭṭhikā brāhmaṇagahapatikā samaṇo khalu bho gotamo sakyaputto sakyakulā,爾時 鍮蘆吒梵志 居士聞 沙門瞿曇釋種子捨釋宗族 出家學道 遊拘樓瘦 與大比丘眾俱 來至此鍮蘆吒 住鍮蘆吒村北尸攝惒園中 彼沙門瞿曇有大名稱 周聞十方 沙門瞿曇如來 無所著 等正覺 明行成為 善逝 世間解 無上士 道法御 天人師 號佛 眾祐
82,132,TRUE_PAIR,brahma,梵天|梵,梵,VARIANT,atha kho thullakoṭṭhikā brāhmaṇagahapatikā yena bhagavā tenupasaṅkamiṃsu upasaṅkamitvā appekacce,彼時 賴吒惒羅居士子故坐不起 於是 賴吒惒羅居士子 鍮蘆吒梵志 居士去後不久 即從坐起 偏袒著衣 叉手向佛 白曰 世尊 如我知佛所說法者 若我在家 為鎖所
82,132,TRUE_PAIR,brahma,梵天|梵,,MISSING,ājānāmi nayidaṃ sukaraṃ agāraṃ ajjhāvasatā ekantaparipuṇṇaṃ ekantaparisuddhaṃ saṅkhalikhitaṃ brahmacariyaṃ carituṃ,於是 賴吒惒羅居士子善知識 同伴 同時即共往詣賴吒惒羅居士子所 而作是語 賴吒惒羅 汝至柔軟 身體極好 常坐臥好床 汝今不知苦耶 賴吒惒羅 汝可速起 行欲布施 快修福業 所以者何 賴吒惒羅 世尊境界甚難甚難 出家學道亦復甚難 彼時 賴吒惒羅
82,132,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,sakkā tāta raṭṭhapāla bhoge ca bhuñjituṃ puññāni ca kātuṃ,尊者賴吒惒羅母語曰 居士子 汝有所說 我當聽之
82,132,TRUE_PAIR,brahma,梵天|梵,梵,VARIANT,etadavocuṃ kīdisā nāma tā ayyaputta accharāyo yāsaṃ tvaṃ hetu brahmacariyaṃ carasī ti,彼時 尊者賴吒惒羅其本婦等即各以先所著瓔珞嚴飾其身 尊者賴吒惒羅本在家時極所愛念 以此瓔珞嚴飾身已 往詣尊者賴吒惒羅所 各抱一足而作是說 不審賢郎有何天女勝於我者 而令賢郎捨我為彼修梵行耶
82,132,TRUE_PAIR,brahma,梵天|梵,梵,VARIANT,na kho mayaṃ bhaginī accharānaṃ hetu brahmacariyaṃ carāmā ti,尊者賴吒惒羅語本婦曰 諸妹 當知我不為天女故修於梵行 所為修梵行者 彼義已得 佛教所作 今已成辦
82,132,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,sakkā ca tāvatakeneva balamattena abhivijinituṃ abhivijina mahārājā ti kinti naṃ kareyyāsī ti,王者得天下 整御隨其力 海內無厭足 復求於海外
82,132,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,sakkā ca tāvatakeneva balamattena abhivijinituṃ abhivijina mahārājā ti kinti naṃ kareyyāsī ti,少智習効他 愚多作惡行 趣胎至後世 數數受生死
85,204,SOFT,mara,魔|波旬,魔,VARIANT,so kho ahaṃ rājakumāra oḷārikaṃ āhāraṃ āhāretvā balaṃ gahetvā vivicceva kāmehi pe paṭhamaṃ jhānaṃ upasampajja vihāsiṃ,於是 世尊復告彼曰 五比丘 有五欲功德可愛 可樂 可意所念 善欲相應 云何為五 眼知色 耳知聲 鼻知香 舌知味 身知觸 五比丘 愚癡凡夫而不多聞 不見善友 不知聖法 不御聖法 彼觸染貪著 憍慠受入 不見災患 不見出要 而取用之 當知彼隨弊魔
85,204,SOFT,mara,魔|波旬,魔,VARIANT,ayaṃ kho me rājakumāra rattiyā paṭhame yāme paṭhamā vijjā adhigatā avijjā vihatā vijjā uppannā,羂所羂 不脫魔羂
87,216,TRUE_PAIR,brahma,梵天|梵,,MISSING,bhūtapubbaṃ brāhmaṇa imissāyeva sāvatthiyā aññatarissā itthiyā pitā kālamakāsi bhātā kālamakāsi,頷頭而去
87,216,TRUE_PAIR,savatthi,舍衛|舍衛國,,MISSING,bhūtapubbaṃ brāhmaṇa imissāyeva sāvatthiyā aññatarissā itthiyā pitā kālamakāsi bhātā kālamakāsi,頷頭而去
87,216,TRUE_PAIR,brahma,梵天|梵,梵,VARIANT,bhūtapubbaṃ brāhmaṇa imissāyeva sāvatthiyā aññatarassa purisassa pitā kālamakāsi bhātā kālamakāsi,那利鴦伽梵志聞佛所說 善受持誦 即從坐起 繞三匝而去 還至拘薩羅王波斯匿所 白曰
87,216,TRUE_PAIR,savatthi,舍衛|舍衛國,,MISSING,bhūtapubbaṃ brāhmaṇa imissāyeva sāvatthiyā aññatarassa purisassa pitā kālamakāsi bhātā kālamakāsi,那利鴦伽梵志聞佛所說 善受持誦 即從坐起 繞三匝而去 還至拘薩羅王波斯匿所 白曰
87,216,TRUE_PAIR,kosala,拘薩羅|拘薩,拘薩羅|拘薩,MATCH,taṃ kiṃ maññasi mahārāja piyā te kāsikosalā ti evaṃ mallike piyā me kāsikosalā,末利復問 若加尸及拘薩羅國變易異者 王當云何
87,216,TRUE_PAIR,kosala,拘薩羅|拘薩,,MISSING,kāsikosalānaṃ mallike ānubhāvena kāsikacandanaṃ paccanubhoma mālāgandhavilepanaṃ dhāremā ti,末利問王 於意云何 為愛我耶
87,216,TRUE_PAIR,kosala,拘薩羅|拘薩,,MISSING,taṃ kiṃ maññasi mahārāja kāsikosalānaṃ te vipariṇāmaññathābhāvā uppajjeyyuṃ sokaparidevadukkhadomanassupāyāsā ti,王復答曰 我實愛汝
87,216,TRUE_PAIR,kosala,拘薩羅|拘薩,,MISSING,kāsikosalānañhi mallike vipariṇāmaññathābhāvā jīvitassapi siyā aññathattaṃ kiṃ pana me na uppajjissanti sokaparidevadukk,末利復問 若我一旦變易異者 王當云何
88,214,TRUE_PAIR,savatthi,舍衛|舍衛國,舍衛|舍衛國,MATCH,atha kho āyasmā ānando pubbaṇhasamayaṃ nivāsetvā pattacīvaramādāya sāvatthiyaṃ piṇḍāya pāvisi,爾時 尊者阿難住舍衛國 於東園鹿子母堂為小事故 彼時尊者阿難將一比丘從舍衛出 往至東園鹿子母堂 所為事訖 將彼比丘還 往至勝林給孤獨園
88,214,TRUE_PAIR,savatthi,舍衛|舍衛國,舍衛|舍衛國,MATCH,sāvatthiyaṃ piṇḍāya caritvā pacchābhattaṃ piṇḍapātapaṭikkanto yena pubbārāmo migāramātupāsādo tenupasaṅkami divāvihārāya,爾時 拘薩羅王波斯匿乘一奔陀利象 與尸利阿荼大臣俱出舍衛國 尊者阿難遙見拘薩羅王波斯匿來已 問伴比丘 彼是拘薩羅王波斯匿耶
88,214,TRUE_PAIR,savatthi,舍衛|舍衛國,,MISSING,tena kho pana samayena rājā pasenadi kosalo ekapuṇḍarīkaṃ nāgaṃ abhiruhitvā sāvatthiyā niyyāti divā divassa,答曰 是也
88,214,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,addasā kho rājā pasenadi kosalo āyasmantaṃ ānandaṃ dūratova āgacchantaṃ,尊者阿難便下道避至一樹下
88,214,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,tenupasaṅkama upasaṅkamitvā mama vacanena āyasmato ānandassa pāde sirasā vandāhi rājā bhante,尊者阿難答曰 大王 我從東園鹿子母堂來 欲至勝林給孤獨園
88,214,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,pasenadi kosalo āyasmato ānandassa pāde sirasā vandatī ti,拘薩羅王波斯匿語曰 阿難 若於勝林無急事者 可共往至
88,214,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,evañca vadehi sace kira bhante āyasmato ānandassa na kiñci accāyikaṃ karaṇīyaṃ āgametu kira bhante āyasmā ānando muhutta,阿夷羅婆提河 為慈愍故 尊者阿難為拘薩羅王波斯匿默然而受
88,214,SOFT,ananda,阿難|阿難陀,阿難,VARIANT,evaṃ devā ti kho so puriso rañño pasenadissa kosalassa paṭissutvā yenāyasmā ānando tenupasaṅkami upasaṅkamitvā āyasmanta,於是 拘薩羅王波斯匿令尊者阿難在前 共至阿夷羅婆提河 到已下乘 取彼象
88,214,SOFT,kosala,拘薩羅|拘薩,拘薩羅|拘薩,MATCH,evaṃ devā ti kho so puriso rañño pasenadissa kosalassa paṭissutvā yenāyasmā ānando tenupasaṅkami upasaṅkamitvā āyasmanta,於是 拘薩羅王波斯匿令尊者阿難在前 共至阿夷羅婆提河 到已下乘 取彼象
88,214,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,evañca vadeti sace kira bhante āyasmato ānandassa na kiñci accāyikaṃ karaṇīyaṃ āgametu kira bhante,薦 四疊敷地 請尊者阿難 阿難 可坐此座
